Make_Model,Price,Mileage,Fuel,Age,Previous_Owners,Horsepower,Gearing_Type,Displacement,Drive_Chain
Renault Clio,17902.5,40999.9,Benzine,3.0,1.0,162.0,Semi-automatic,1618.0,front
Renault Clio,16900.0,44699.9,Benzine,3.0,1.0,162.0,Semi-automatic,1618.0,front
Renault Clio,8700.0,4500.0,Benzine,3.0,1.0,54.0,Manual,1461.0,front
Renault Clio,8650.0,36749.9,Benzine,2.0,0.0,85.0,Manual,1149.0,front
Renault Clio,8849.0,103154.7,Benzine,3.0,1.0,66.0,Manual,1461.0,front
Unknown,8600.0,85999.8,Diesel,3.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9167.6,6900.0,Benzine,3.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8600.0,29116.9,Benzine,3.0,1.0,54.0,Manual,1149.0,front
Renault Clio,14322.0,7000.0,Diesel,1.0,1.0,66.0,Semi-automatic,1461.0,front
Unknown,13200.0,88999.8,Diesel,2.0,1.0,66.0,Semi-automatic,1461.0,front
Renault Clio,13325.0,27999.9,Benzine,3.0,1.0,88.0,Semi-automatic,1197.0,front
Renault Clio,10127.7,78999.8,Diesel,3.0,1.0,66.0,Semi-automatic,1461.0,front
Renault Clio,8500.0,54999.8,Diesel,3.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8500.0,109500.7,Diesel,3.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8500.0,82699.8,Diesel,3.0,1.0,55.0,Manual,1461.0,front
Unknown,8695.5,79999.8,Diesel,3.0,1.0,66.0,Manual,1461.0,front
Renault Clio,8695.5,35999.9,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8500.0,120984.7,Diesel,3.0,1.0,66.0,Manual,1461.0,front
Renault Clio,18490.0,10564.0,Benzine,1.0,1.0,85.0,Automatic,1618.0,front
Unknown,18490.0,10564.0,Benzine,1.0,1.0,164.0,Automatic,1461.0,front
Renault Clio,18490.0,100.0,Benzine,0.0,1.0,87.0,Automatic,1461.0,front
Renault Clio,9592.9,56999.8,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9389.0,29668.9,Benzine,2.0,1.0,54.0,Manual,1461.0,front
Renault Clio,9583.3,9751.0,Benzine,2.0,1.0,56.0,Manual,1197.0,front
Unknown,9616.2,35999.9,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9616.2,44999.9,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9708.3,21999.9,Benzine,2.0,1.0,54.0,Manual,1461.0,front
Renault Clio,9490.0,51099.9,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Unknown,10116.3,11000.0,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9450.0,60216.8,Benzine,2.0,1.0,53.0,Manual,1149.0,front
Renault Clio,9708.3,35131.9,Benzine,2.0,1.0,56.0,Manual,1149.0,front
Unknown,9400.0,17000.0,Benzine,2.0,1.0,54.0,Manual,1461.0,front
Renault Clio,9513.9,31499.9,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9513.9,56999.8,Diesel,2.0,1.0,81.0,Manual,1461.0,front
Renault Clio,9462.8,32999.9,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,8990.0,29999.9,Benzine,2.0,1.0,55.0,Manual,1149.0,front
Renault Clio,8990.0,40327.9,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9583.3,39559.9,Benzine,2.0,1.0,55.0,Manual,1149.0,front
Renault Clio,8990.0,40499.9,Benzine,2.0,1.0,55.0,Manual,1149.0,front
Renault Clio,8990.0,46518.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Unknown,9583.3,35347.9,Benzine,2.0,1.0,55.0,Manual,1149.0,front
Renault Clio,9000.0,30999.9,Benzine,2.0,1.0,54.0,Manual,1461.0,front
Unknown,9207.0,28499.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9594.0,20499.9,Benzine,2.0,2.0,54.0,Manual,1461.0,front
Renault Clio,9206.0,10600.0,Benzine,1.0,2.0,85.0,Manual,1461.0,front
Renault Clio,8900.0,46999.9,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,8900.0,42961.9,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8899.0,45030.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8700.0,131493.6,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,8750.0,46999.9,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Unknown,18490.0,10564.0,Diesel,1.0,1.0,164.0,Automatic,1461.0,front
Unknown,19710.3,10564.0,Benzine,1.0,1.0,85.0,Automatic,1618.0,front
Renault Clio,18490.0,10564.0,Benzine,1.0,1.0,164.0,Automatic,1618.0,front
Renault Clio,17950.0,20657.9,Benzine,1.0,1.0,87.0,Automatic,1197.0,front
Renault Clio,17950.0,10.0,Benzine,1.0,1.0,87.0,Automatic,1461.0,front
Renault Clio,17950.0,3704.0,Benzine,2.0,2.0,87.0,Automatic,1461.0,front
Renault Clio,17695.0,50020.9,Benzine,2.0,1.0,88.0,Automatic,1461.0,front
Renault Clio,16869.3,14235.0,Benzine,1.0,1.0,88.0,Automatic,1197.0,front
Renault Clio,16490.0,7770.0,Benzine,2.0,1.0,87.0,Automatic,1461.0,front
Renault Clio,17334.7,22613.9,Benzine,2.0,1.0,88.0,Automatic,1461.0,front
Renault Clio,18004.7,14100.0,Benzine,1.0,1.0,87.0,Automatic,1461.0,front
Renault Clio,17855.5,54328.9,Benzine,2.0,1.0,88.0,Manual,1197.0,front
Renault Clio,17084.1,35499.9,Benzine,2.0,1.0,87.0,Automatic,1197.0,front
Renault Clio,16523.0,100.0,Benzine,1.0,1.0,88.0,Automatic,1197.0,front
Renault Clio,16590.0,13510.0,Benzine,1.0,1.0,87.0,Automatic,1197.0,front
Renault Clio,17385.9,37936.9,Benzine,2.0,1.0,88.0,Automatic,1197.0,front
Renault Clio,17380.8,10.0,Benzine,1.0,1.0,67.0,Automatic,1461.0,front
Renault Clio,16100.0,12481.0,Benzine,1.0,1.0,66.0,Automatic,1461.0,front
Renault Clio,16990.0,13534.0,Diesel,2.0,1.0,67.0,Automatic,1461.0,front
Renault Clio,10127.7,5307.0,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Unknown,10472.4,22999.9,Benzine,2.0,1.0,55.0,Manual,1149.0,front
Unknown,9900.0,27999.9,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Unknown,9900.0,50997.9,Diesel,2.0,1.0,85.0,Manual,898.0,front
Renault Clio,9950.0,3750.0,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Unknown,10127.7,27529.9,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10127.7,38999.9,Diesel,2.0,1.0,66.0,Manual,1461.0,front
Renault Clio,9900.0,150.0,Benzine,0.0,1.0,56.0,Manual,898.0,front
Renault Clio,9900.0,150.0,Benzine,0.0,1.0,56.0,Manual,1461.0,front
Unknown,10219.8,24359.9,Diesel,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10638.7,51836.9,Diesel,2.0,1.0,56.0,Manual,1461.0,front
Renault Clio,9970.0,42499.9,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9890.0,62857.8,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Renault Clio,9850.0,16000.0,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9900.0,24099.9,Diesel,2.0,2.0,55.0,Manual,1461.0,front
Renault Clio,9900.0,31999.9,Benzine,1.0,1.0,66.0,Manual,898.0,front
Renault Clio,9680.0,44234.9,Diesel,2.0,1.0,66.0,Manual,1461.0,front
Unknown,9600.0,41999.9,Diesel,2.0,1.0,54.0,Manual,1149.0,front
Unknown,9718.5,54999.8,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9718.5,21699.9,Diesel,1.0,1.0,55.0,Manual,1461.0,front
Unknown,9718.5,37999.9,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10340.2,42999.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9700.0,42999.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9700.0,29999.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,9923.1,29999.9,Benzine,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10329.5,9000.0,Benzine,2.0,2.0,54.0,Manual,1149.0,front
Renault Clio,10329.5,43499.9,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,18490.0,10564.0,Benzine,1.0,1.0,85.0,Automatic,1618.0,front
Renault Clio,18980.0,497.0,Benzine,0.0,0.0,66.0,Automatic,1461.0,front
Renault Clio,26900.0,9000.0,Benzine,1.0,1.0,162.0,Automatic,1618.0,front
Unknown,28122.3,2700.0,Diesel,1.0,1.0,162.0,Automatic,1461.0,front
Renault Clio,30536.6,8990.0,Benzine,1.0,1.0,162.0,Automatic,1461.0,front
Renault Clio,10229.0,100.0,Diesel,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10229.0,9900.0,Benzine,1.0,1.0,56.0,Manual,898.0,front
Unknown,10658.9,14877.0,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Unknown,9999.0,10322.0,Diesel,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9999.0,11314.0,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Renault Clio,10229.0,11004.0,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Renault Clio,9999.0,9733.0,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9999.0,14532.0,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Renault Clio,9999.0,21542.9,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Renault Clio,9990.0,10604.0,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,9990.0,6017.0,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10219.8,12600.0,Benzine,1.0,1.0,54.0,Manual,1461.0,front
Unknown,29544.2,150.0,Diesel,1.0,1.0,162.0,Automatic,1461.0,front
Renault Clio,25990.0,7900.0,Benzine,1.0,1.0,162.0,Automatic,1618.0,front
Renault Clio,24000.0,9000.0,Benzine,1.0,1.0,162.0,Manual,1618.0,front
Unknown,23999.0,39999.9,Benzine,1.0,1.0,162.0,Automatic,1618.0,front
Unknown,18800.0,23193.9,Benzine,1.0,1.0,87.0,Automatic,1461.0,front
Renault Clio,18745.0,18820.9,Benzine,1.0,1.0,88.0,Automatic,1461.0,front
Renault Clio,18915.3,10564.0,Benzine,1.0,1.0,164.0,Automatic,1618.0,front
Renault Clio,19710.3,10564.0,Benzine,1.0,1.0,164.0,Automatic,1618.0,front
Renault Clio,18915.3,10564.0,Benzine,1.0,1.0,164.0,Automatic,1618.0,front
Renault Clio,18915.3,10564.0,Benzine,1.0,1.0,164.0,Automatic,1461.0,front
Renault Clio,18915.3,10564.0,Benzine,1.0,1.0,164.0,Automatic,1461.0,front
Renault Clio,22403.7,10600.0,Benzine,1.0,1.0,162.0,Automatic,1618.0,front
Renault Clio,21000.0,30599.9,Benzine,1.0,1.0,162.0,Automatic,1461.0,front
Renault Clio,23503.4,13948.0,Benzine,1.0,1.0,85.0,Automatic,1618.0,front
Renault Clio,19990.0,23996.9,Benzine,1.0,1.0,88.0,Automatic,1200.0,front
Renault Clio,18990.0,4280.0,Benzine,1.0,1.0,87.0,Automatic,1197.0,front
Unknown,10190.0,14445.0,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Renault Clio,10732.3,2585.0,Benzine,1.0,1.0,56.0,Manual,1461.0,front
Renault Clio,10798.0,5431.0,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10798.0,3552.0,Benzine,1.0,1.0,56.0,Manual,898.0,front
Renault Clio,11046.4,2200.0,Benzine,1.0,1.0,85.0,Manual,898.0,front
Renault Clio,10690.0,58479.8,Diesel,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10750.0,12900.0,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10750.0,12900.0,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,11193.0,14000.0,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Renault Clio,10627.9,1000.0,Benzine,0.0,1.0,56.0,Manual,898.0,front
Unknown,10499.0,21999.9,Diesel,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10499.0,19549.9,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Unknown,10389.0,1000.0,Benzine,0.0,1.0,55.0,Manual,898.0,front
Renault Clio,10389.0,1000.0,Benzine,0.0,1.0,56.0,Manual,898.0,front
Renault Clio,10300.0,19399.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Unknown,10690.4,24885.9,Benzine,1.0,1.0,85.0,Manual,1149.0,front
Renault Clio,10490.0,17000.0,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10490.0,27699.9,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10490.0,30979.9,Benzine,2.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10434.6,83199.8,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10200.0,36425.9,Benzine,1.0,1.0,54.0,Manual,1149.0,front
Renault Clio,10639.2,34999.9,Benzine,1.0,1.0,66.0,Manual,898.0,front
Renault Clio,10390.0,10365.0,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Renault Clio,10390.0,1233.0,Benzine,0.0,1.0,85.0,Manual,898.0,front
Unknown,10229.0,100.0,Diesel,2.0,1.0,55.0,Manual,1461.0,front
Renault Clio,11662.2,150.0,Benzine,0.0,1.0,56.0,Manual,1461.0,front
Renault Clio,11400.0,150.0,Benzine,0.0,1.0,56.0,Manual,898.0,front
Renault Clio,11380.0,10.0,Benzine,0.0,1.0,57.0,Manual,1461.0,front
Renault Clio,11641.7,10.0,Benzine,0.0,1.0,57.0,Manual,1461.0,front
Renault Clio,11350.0,12000.0,Benzine,0.0,1.0,66.0,Manual,898.0,front
Renault Clio,11400.0,5.0,Benzine,0.0,1.0,55.0,Manual,1200.0,front
Renault Clio,11662.2,150.0,Benzine,2.0,1.0,85.0,Manual,898.0,front
Renault Clio,11400.0,150.0,Benzine,0.0,1.0,56.0,Manual,898.0,front
Renault Clio,11662.2,150.0,Benzine,2.0,1.0,85.0,Manual,898.0,front
Renault Clio,11130.2,10.0,Benzine,0.0,1.0,56.0,Manual,1461.0,front
Renault Duster,14823.0,101.0,Benzine,0.0,0.0,77.0,Manual,1598.0,4WD
Renault Duster,12250.0,101.0,Benzine,0.0,0.0,77.0,Manual,1598.0,4WD
Renault Duster,12173.7,101.0,Benzine,0.0,0.0,77.0,Manual,1598.0,4WD
Renault Espace,18403.8,109744.7,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,22600.0,99999.7,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,22500.0,32558.9,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,23017.5,69999.8,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,24900.0,19377.0,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,24999.0,10613.0,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,24590.0,16163.0,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,26900.0,2748.0,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,27508.5,7300.0,Diesel,2.0,2.0,118.0,Automatic,1598.0,front
Renault Espace,27710.7,14478.0,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,27590.0,26799.9,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,26587.8,15888.0,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,26587.8,16613.0,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,254255.6,63999.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,26495.7,41377.9,Diesel,3.0,1.0,147.0,Automatic,1461.0,front
Renault Espace,26480.4,53744.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,26086.5,46999.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,29304.3,35289.9,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,26500.0,39999.9,Diesel,3.0,3.0,118.0,Automatic,1598.0,front
Renault Espace,26990.0,4068.0,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,27590.3,19800.0,Benzine,3.0,1.0,147.0,Automatic,1618.0,front
Renault Espace,27172.3,49605.9,Benzine,2.0,2.0,147.0,Automatic,1618.0,front
Renault Espace,25490.0,24052.9,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,26076.3,20328.9,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,26650.0,30999.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,25575.0,87999.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,25300.0,48999.9,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,25000.0,49784.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,24900.0,86899.8,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,24790.0,47999.9,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,24990.0,38001.9,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,24900.0,54548.9,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Renault Espace,25490.0,49605.9,Diesel,2.0,1.0,147.0,Automatic,1461.0,front
Unknown,25490.0,49605.9,Benzine,2.0,2.0,147.0,Automatic,1461.0,front
Unknown,26076.3,49605.9,Benzine,2.0,1.0,147.0,Automatic,1618.0,front
Renault Espace,25490.0,49605.9,Diesel,2.0,2.0,147.0,Automatic,1618.0,front
Renault Espace,26076.3,49605.9,Benzine,2.0,1.0,147.0,Automatic,1618.0,front
Renault Espace,25490.0,49605.9,Benzine,2.0,2.0,147.0,Automatic,1618.0,front
Renault Espace,27172.3,49605.9,Diesel,2.0,1.0,85.0,Automatic,1618.0,front
Renault Espace,25490.0,49605.9,Benzine,2.0,2.0,147.0,Automatic,1618.0,front
Renault Espace,27172.3,49605.9,Diesel,2.0,2.0,147.0,Automatic,1618.0,front
Unknown,23599.0,16000.0,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,23500.0,58999.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,23300.0,68631.8,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,23299.0,13185.0,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,23000.0,62999.8,Diesel,3.0,2.0,118.0,Automatic,1598.0,front
Renault Espace,24944.4,64999.8,Benzine,2.0,1.0,85.0,Automatic,1618.0,front
Renault Espace,23518.8,47550.9,Diesel,3.0,2.0,85.0,Automatic,1598.0,front
Unknown,23518.8,73299.8,Diesel,3.0,1.0,119.0,Automatic,1461.0,front
Renault Espace,22790.0,27531.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Unknown,24500.0,99291.7,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Unknown,22990.0,47539.9,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,24500.0,40270.9,Diesel,3.0,1.0,120.0,Automatic,1461.0,front
Renault Espace,24400.0,11184.0,Benzine,3.0,2.0,147.0,Automatic,1618.0,front
Renault Espace,23990.0,36681.9,Diesel,2.0,1.0,119.0,Automatic,1598.0,front
Renault Espace,24961.2,10208.0,Benzine,3.0,2.0,147.0,Automatic,1618.0,front
Unknown,23990.0,34772.9,Benzine,3.0,1.0,147.0,Automatic,1618.0,front
Renault Espace,25530.7,55999.8,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,24439.5,48099.9,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Unknown,23800.0,29999.9,Diesel,2.0,1.0,118.0,Manual,1461.0,front
Renault Espace,22905.0,52934.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,21990.0,97505.7,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,21980.0,68899.8,Diesel,2.0,1.0,117.0,Automatic,1461.0,front
Renault Espace,22454.9,63999.8,Diesel,3.0,1.0,85.0,Automatic,1461.0,front
Renault Espace,20990.0,92134.7,Benzine,3.0,1.0,147.0,Automatic,1618.0,front
Unknown,20950.0,34771.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,21900.0,32506.9,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,21890.0,97999.7,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,21380.7,108999.7,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,19990.0,89999.7,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,19950.0,65999.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Unknown,19897.4,81999.8,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,21380.7,77930.8,Diesel,2.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,21805.0,68569.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,20455.0,68569.8,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,20455.0,68569.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,20925.5,68569.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,20925.5,68569.8,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,20455.0,68569.8,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,18538.0,114299.7,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,18538.0,114299.7,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Unknown,18925.5,151926.6,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,17990.0,83424.8,Diesel,3.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,18480.0,112299.7,Benzine,3.0,1.0,147.0,Automatic,1618.0,front
Renault Espace,18390.0,138199.6,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,18362.9,99949.7,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,17499.0,89999.7,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,14900.0,141521.6,Diesel,3.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,28787.2,10.0,Diesel,0.0,1.0,96.0,Manual,1461.0,front
Renault Espace,17950.0,83999.8,Diesel,3.0,1.0,96.0,Manual,1598.0,front
Renault Espace,32900.0,18035.1,Diesel,1.0,1.0,118.0,Manual,1598.0,front
Renault Espace,31713.0,10.0,Diesel,0.0,1.0,96.0,Manual,1598.0,front
Renault Espace,17900.0,101816.7,Diesel,3.0,1.0,96.0,Manual,1598.0,front
Renault Espace,14999.0,100999.7,Diesel,3.0,1.0,96.0,Manual,1598.0,front
Renault Espace,12904.1,197322.4,Diesel,3.0,1.0,96.0,Manual,1598.0,front
Unknown,22995.0,3532.0,Diesel,3.0,1.0,96.0,Manual,1598.0,front
Renault Espace,21975.0,68435.8,Diesel,3.0,1.0,118.0,Manual,1598.0,front
Renault Espace,23238.8,88999.8,Diesel,3.0,1.0,96.0,Manual,1461.0,front
Renault Espace,27950.0,39999.9,Diesel,2.0,2.0,118.0,Automatic,1461.0,front
Renault Espace,28541.7,13002.0,Diesel,2.0,2.0,118.0,Automatic,1598.0,front
Renault Espace,27850.0,32399.9,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,28541.7,76590.8,Diesel,2.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,28490.6,32399.9,Diesel,1.0,1.0,118.0,Automatic,1600.0,front
Renault Espace,27440.0,25068.9,Diesel,3.0,1.0,96.0,Manual,1461.0,front
Renault Espace,25700.0,21849.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,25490.0,19421.9,Diesel,1.0,1.0,98.0,Manual,1598.0,front
Renault Espace,26863.2,56099.8,Diesel,3.0,1.0,118.0,Manual,1461.0,front
Renault Espace,30690.0,11000.0,Diesel,1.0,1.0,118.0,Semi-automatic,1598.0,4WD
Renault Espace,30000.0,57499.8,Diesel,3.0,1.0,118.0,Semi-automatic,1598.0,front
Renault Espace,28300.0,37999.9,Diesel,2.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,27990.0,6700.0,Diesel,1.0,1.0,118.0,Semi-automatic,1598.0,front
Renault Espace,24900.0,91882.7,Diesel,3.0,0.0,118.0,Semi-automatic,1598.0,front
Renault Espace,24200.0,64999.8,Diesel,3.0,2.0,118.0,Semi-automatic,1461.0,front
Renault Espace,19900.0,129999.6,Diesel,3.0,1.0,118.0,Semi-automatic,1461.0,front
Renault Espace,19100.0,111999.7,Diesel,3.0,1.0,118.0,Semi-automatic,1598.0,front
Renault Espace,17902.5,92999.7,Diesel,3.0,1.0,118.0,Semi-automatic,1598.0,front
Unknown,28500.0,26861.9,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Unknown,29871.6,26058.9,Diesel,2.0,1.0,118.0,Manual,1598.0,front
Renault Espace,34270.5,100.0,Diesel,0.0,1.0,118.0,Automatic,1598.0,front
Unknown,35604.4,454.0,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,32990.0,25101.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,32900.0,15823.9,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,32935.0,9350.0,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,32600.0,10.0,Benzine,0.0,1.0,165.0,Automatic,1798.0,front
Renault Espace,33053.1,16660.0,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Renault Espace,32500.0,14000.0,Diesel,2.0,2.0,118.0,Automatic,1598.0,front
Renault Espace,33247.5,19499.9,Diesel,1.0,1.0,85.0,Automatic,1598.0,front
Renault Espace,31980.0,23048.9,Diesel,1.0,1.0,165.0,Automatic,1461.0,front
Renault Espace,34101.3,7959.0,Diesel,1.0,1.0,119.0,Automatic,1598.0,front
Renault Espace,31650.0,31770.9,Diesel,1.0,1.0,118.0,Automatic,1461.0,front
Unknown,31490.0,39989.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,32224.5,10100.0,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Unknown,29900.0,25316.9,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,29750.0,10.0,Diesel,0.0,1.0,165.0,Automatic,1461.0,front
Unknown,32491.7,10279.0,Diesel,1.0,1.0,119.0,Manual,1598.0,front
Renault Espace,32684.8,44354.9,Diesel,2.0,1.0,85.0,Automatic,1598.0,front
Unknown,29999.0,8000.0,Diesel,1.0,1.0,85.0,Automatic,1461.0,front
Renault Espace,30689.0,20879.9,Diesel,2.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,32633.7,47.0,Diesel,1.0,1.0,118.0,Automatic,1598.0,front
Renault Espace,34005.4,23824.9,Diesel,1.0,1.0,165.0,Automatic,1461.0,front
Renault Espace,32632.7,18098.9,Benzine,1.0,1.0,165.0,Automatic,1798.0,front
